@relation trainingSet

@attribute url {true,false}
@attribute 'URL Relevance' {false}
@attribute NumberOfRetweets numeric
@attribute Hashtag {No,Yes}
@attribute Mention {No,Yes}
@attribute 'Max Retweets' {false}
@attribute PercentMatch numeric
@attribute Tweets:Followers numeric
@attribute Followers numeric
@attribute Relevant {false}

@data
true,false,0,No,No,false,0,22.563467,323,false
true,false,0,Yes,No,false,0,Infinity,0,false
true,false,0,Yes,No,false,0,111229,1,false
true,false,0,No,Yes,false,0,98.622951,183,false
true,false,0,Yes,No,false,0,2.785007,4042,false
true,false,0,No,No,false,0,1.275738,1389,false
true,false,0,Yes,No,false,0,14.117647,68,false
true,false,0,No,No,false,0,27.15,180,false
true,false,0,No,No,false,0,1.856387,1323,false
true,false,0,Yes,No,false,0,4.745694,1974,false
true,false,0,Yes,No,false,0,2052.8,5,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,2.385975,3508,false
true,false,0,No,Yes,false,0,574.128205,39,false
true,false,0,No,No,false,0,142.782051,234,false
true,false,0,Yes,No,false,0,112.890667,375,false
true,false,0,No,No,false,0,4.237093,1995,false
true,false,0,No,No,false,0,29.368132,182,false
true,false,0,No,No,false,0,2.14497,1690,false
true,false,0,No,No,false,0,16.483146,89,false
true,false,0,No,No,false,0,19.385989,728,false
true,false,0,No,No,false,0,32.663158,190,false
true,false,0,Yes,No,false,0,27.404255,47,false
true,false,0,No,No,false,0,158.780488,287,false
true,false,0,No,No,false,0,3.425743,202,false
true,false,0,No,No,false,0,770.323529,34,false
true,false,0,No,No,false,0,1.479167,144,false
true,false,0,No,No,false,0,1280,1,false
true,false,0,No,No,false,0,1.781182,10575,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,37.900826,121,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,25.627358,212,false
true,false,0,Yes,Yes,false,0,44.54023,174,false
true,false,0,Yes,No,false,0,3638.058824,17,false
false,false,0,No,No,false,0,9.877358,106,false
false,false,0,No,Yes,false,0,19.995956,989,false
false,false,0,No,No,false,0,37.926471,68,false
false,false,0,Yes,No,false,0,46.783133,83,false
false,false,0,No,No,false,0,1.9375,16,false
false,false,0,No,No,false,0,70.404255,188,false
false,false,0,No,No,false,0,33.292776,263,false
false,false,0,No,Yes,false,0,48.307263,179,false
false,false,0,Yes,No,false,0,17.090615,1236,false
false,false,0,No,No,false,0,41.928571,42,false
false,false,0,No,No,false,0,82.857143,42,false
false,false,0,No,Yes,false,0,282.982935,293,false
false,false,0,No,No,false,0,30.583333,180,false
false,false,0,No,No,false,0,68.240816,245,false
false,false,0,No,No,false,0,12.174419,172,false
false,false,0,No,No,false,0,3.441176,34,false
false,false,0,Yes,No,false,0,12.358491,212,false
false,false,0,No,No,false,0,22.789474,342,false
false,false,0,Yes,No,false,0,3.009852,406,false
false,false,0,No,Yes,false,0,56.782609,253,false
false,false,0,No,Yes,false,0,4.898917,554,false
false,false,0,No,No,false,0,20.309524,1092,false
false,false,0,No,No,false,0,0.028662,314,false
false,false,0,No,No,false,0,21.6875,80,false
false,false,0,No,No,false,0,25.283019,106,false
false,false,0,No,No,false,0,43.509804,153,false
false,false,0,No,No,false,0,0.307692,26,false
false,false,0,Yes,No,false,0,6952,1,false
false,false,0,Yes,No,false,0,360.875,8,false
false,false,0,No,No,false,0,1.5,2,false
false,false,0,No,No,false,0,9092,2,false
false,false,0,No,No,false,0,12.977901,181,false
false,false,0,No,No,false,0,12.368035,682,false
false,false,0,No,No,false,0,40.961905,210,false
false,false,0,No,No,false,0,82.622166,397,false
false,false,0,No,Yes,false,0,12.557123,1418,false
false,false,0,No,Yes,false,0,8.255474,411,false
false,false,0,No,No,false,0,9.057731,4417,false
false,false,0,No,No,false,0,3415.470588,17,false
false,false,0,Yes,No,false,0,45.903803,447,false
false,false,0,No,Yes,false,0,37.94211,3023,false
false,false,0,No,Yes,false,0,23.788732,71,false
false,false,0,No,No,false,0,246.652672,262,false
false,false,0,No,Yes,false,0,8.76,150,false
false,false,0,No,No,false,0,135.055838,197,false
false,false,0,No,No,false,0,28.160966,497,false
false,false,0,No,Yes,false,0,75.586426,943,false
false,false,0,No,No,false,0,146.668712,326,false
false,false,0,No,No,false,0,89.162791,172,false
false,false,0,No,Yes,false,0,6.711268,426,false
false,false,0,No,Yes,false,0,15.132394,355,false
false,false,0,No,No,false,0,4.455861,691,false
false,false,0,No,Yes,false,0,47.297143,350,false
false,false,0,No,No,false,0,190.816327,147,false
false,false,0,No,No,false,0,17.16293,669,false
false,false,0,No,No,false,0,20.208,125,false
false,false,0,No,Yes,false,0,17.589457,626,false
false,false,0,No,Yes,false,0,50.787572,1384,false
false,false,0,No,No,false,0,9.114504,262,false
false,false,0,No,Yes,false,0,8.897354,945,false
false,false,0,No,No,false,0,15.068783,1134,false
false,false,0,No,Yes,false,0,55.509901,202,false
false,false,0,No,Yes,false,0,5.058419,582,false
false,false,0,No,No,false,0,43.666667,252,false
false,false,0,No,No,false,0,12.555128,780,false
false,false,0,No,Yes,false,0,147.71746,315,false
false,false,0,Yes,No,false,0,10.13468,594,false
false,false,0,No,Yes,false,0,107.582781,151,false
false,false,0,No,No,false,0,37.945098,1275,false
false,false,0,No,No,false,0,49.95539,269,false
false,false,0,No,Yes,false,0,68.490446,157,false
false,false,0,Yes,No,false,0,9.8625,640,false
false,false,0,No,No,false,0,74.119565,184,false
false,false,0,No,Yes,false,0,3.307018,114,false
false,false,0,Yes,No,false,0,5.317568,296,false
false,false,0,Yes,No,false,0,16.2,5,false
false,false,0,No,No,false,0,89.422764,246,false
false,false,0,No,No,false,0,70.507353,272,false
false,false,0,No,Yes,false,0,83.610922,293,false
false,false,0,No,No,false,0,5.836735,49,false
false,false,0,No,No,false,0,7.875,32,false
false,false,0,No,No,false,0,20.319328,119,false
false,false,0,No,No,false,0,13721,1,false
false,false,0,No,Yes,false,0,3.951807,83,false
false,false,0,No,No,false,0,22.61014,572,false
false,false,0,No,No,false,0,30.166667,48,false
false,false,0,No,Yes,false,0,14.73913,92,false
false,false,0,No,No,false,0,6.766046,483,false
false,false,0,No,Yes,false,0,2.32659,346,false
false,false,0,No,No,false,0,18.351695,236,false
false,false,0,No,No,false,0,13.75,20,false
false,false,0,Yes,No,false,0,15.18251,526,false
false,false,0,No,No,false,0,2.909091,11,false
false,false,0,Yes,No,false,0,7.668715,2116,false
false,false,0,No,No,false,0,7.585366,410,false
false,false,0,No,No,false,0,38.125,48,false
false,false,0,No,Yes,false,0,5.280423,189,false
false,false,0,No,No,false,0,57.08547,117,false
false,false,0,No,No,false,0,19.795802,1048,false
false,false,0,No,No,false,0,15.821782,101,false
false,false,0,No,Yes,false,0,51.035928,668,false
false,false,0,No,No,false,0,29,11,false
false,false,0,No,No,false,0,47.541219,279,false
false,false,0,No,No,false,0,26.750993,755,false
false,false,0,No,No,false,0,23.037037,27,false
false,false,0,No,No,false,0,91.351145,131,false
true,false,0,No,No,false,0,9.938879,1178,false
true,false,0,No,No,false,0,5.993541,929,false
false,false,0,No,No,false,0,5.188332,977,false
false,false,0,No,No,false,0,6.607143,140,false
true,false,0,No,No,false,0,6.915423,201,false
true,false,0,No,No,false,0,44.6,5,false
true,false,0,No,No,false,0,183.535714,28,false
true,false,0,No,No,false,0,6585,1,false
true,false,0,No,No,false,0,9.865546,119,false
true,false,0,No,No,false,0,15.102949,2001,false
true,false,0,No,Yes,false,0,9.555241,353,false
true,false,0,No,No,false,0,1.321453,16273,false
true,false,0,No,No,false,0,13.75,36,false
true,false,0,Yes,No,false,0,2296,2,false
true,false,0,Yes,No,false,0,70.5,2,false
true,false,0,Yes,No,false,0,7.133333,15,false
true,false,0,Yes,No,false,0,21.818182,11,false
true,false,0,Yes,No,false,0,5,5,false
true,false,0,Yes,No,false,0,77.333333,3,false
true,false,0,Yes,No,false,0,21.428571,7,false
true,false,0,Yes,No,false,0,261,1,false
true,false,0,Yes,No,false,0,50.6,5,false
true,false,0,Yes,No,false,0,18.217082,281,false
true,false,0,Yes,No,false,0,6,1,false
true,false,0,Yes,No,false,0,9.428571,7,false
true,false,0,Yes,No,false,0,63.75,4,false
true,false,0,Yes,No,false,0,52.4375,224,false
true,false,0,Yes,No,false,0,52.857143,7,false
true,false,0,Yes,No,false,0,5.333333,6,false
true,false,0,No,Yes,false,15.151515,16.753304,227,false
true,false,0,Yes,No,false,0,43,1,false
true,false,0,Yes,No,false,0,1.758621,29,false
true,false,0,Yes,No,false,0,5.625,16,false
true,false,0,Yes,No,false,0,4.351724,145,false
true,false,0,Yes,No,false,0,4.714286,7,false
true,false,0,Yes,No,false,0,30.333333,9,false
true,false,0,Yes,No,false,0,1.2,5,false
true,false,0,Yes,No,false,0,0.666667,6,false
true,false,0,Yes,No,false,0,9.428571,7,false
true,false,0,Yes,No,false,0,3.1,10,false
true,false,0,Yes,No,false,0,2.5625,32,false
true,false,0,Yes,No,false,0,31,29,false
true,false,0,Yes,No,false,0,144.5,2,false
true,false,0,Yes,No,false,0,17.444444,27,false
true,false,0,Yes,No,false,0,7.6,5,false
true,false,0,Yes,No,false,0,31.5,2,false
true,false,0,Yes,No,false,0,636.368421,19,false
true,false,0,Yes,No,false,0,64.333333,3,false
true,false,0,Yes,No,false,0,2.042553,47,false
true,false,0,Yes,No,false,0,3.47619,21,false
true,false,0,No,No,false,0,25.035088,57,false
true,false,0,Yes,No,false,0,44.6,5,false
true,false,0,No,No,false,0,7.208134,836,false
true,false,0,No,No,false,0,7.826624,12072,false
true,false,0,Yes,No,false,0,1.833333,6,false
true,false,0,Yes,No,false,0,4.204225,142,false
true,false,0,Yes,No,false,0,37,2,false
true,false,0,Yes,No,false,0,105.5,4,false
true,false,0,No,No,false,0,173.633333,60,false
true,false,0,No,No,false,0,19,10,false
false,false,0,No,Yes,false,0,101.583333,12,false
false,false,0,No,No,false,0,23.934426,61,false
false,false,0,No,No,false,0,15.571966,1063,false
false,false,0,No,No,false,0,Infinity,0,false
false,false,0,Yes,No,false,0,27.356766,569,false
false,false,0,No,No,false,0,9.029474,475,false
false,false,0,No,No,false,0,27.771975,785,false
false,false,0,No,No,false,0,587.875,8,false
false,false,0,No,No,false,0,10.920578,277,false
false,false,0,No,No,false,0,27.268987,316,false
false,false,0,No,No,false,0,85.287273,550,false
false,false,0,No,Yes,false,0,23.656909,1708,false
false,false,0,No,No,false,0,86.636761,457,false
false,false,0,No,No,false,17.241379,1.655963,872,false
false,false,0,No,No,false,0,5.683095,1745,false
false,false,0,No,Yes,false,7.633588,59.22093,86,false
false,false,0,No,No,false,0,317.4,5,false
false,false,0,No,Yes,false,0,200.471074,121,false
false,false,0,No,No,false,0,3.184615,65,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,Yes,false,0,Infinity,0,false
true,false,0,No,No,false,0,16.951983,479,false
true,false,0,No,No,false,0,5.024051,790,false
true,false,0,Yes,No,false,0,46.826087,23,false
true,false,0,No,No,false,0,4.79855,4001,false
true,false,0,No,Yes,false,0,23.074866,187,false
true,false,0,No,Yes,false,0,7.47314,484,false
true,false,0,Yes,No,false,0,13.47855,1352,false
true,false,0,Yes,No,false,0,85.413959,831,false
true,false,0,No,No,false,0,731,1,false
true,false,0,No,No,false,0,34.12037,216,false
true,false,0,No,No,false,0,46.204969,161,false
true,false,0,No,No,false,0,19.046495,1441,false
false,false,0,No,No,false,0,7.38542,2867,false
false,false,0,No,No,false,0,5.761846,1625,false
false,false,0,Yes,No,false,0,38.031579,475,false
false,false,0,No,Yes,false,0,166.72293,314,false
false,false,0,No,Yes,false,0,31.303226,310,false
false,false,0,No,No,false,0,3.698163,381,false
false,false,0,No,No,false,0,17.411765,34,false
false,false,0,No,No,false,0,52.736559,186,false
false,false,0,No,No,false,0,41.748271,723,false
false,false,0,No,Yes,false,12.987013,7.333333,114,false
true,false,0,No,No,false,0,108.16129,31,false
true,false,0,No,No,false,0,28,3,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,19.601986,1309,false
false,false,0,No,Yes,false,0,263.888393,224,false
false,false,0,No,Yes,false,0,47.566735,487,false
false,false,0,No,No,false,0,105.890625,192,false
false,false,0,No,No,false,0,259.652174,207,false
false,false,0,No,No,false,0,35.294643,224,false
false,false,0,No,Yes,false,0,49.814607,178,false
false,false,0,No,Yes,false,0,49.208571,700,false
false,false,0,No,No,false,0,16.538175,537,false
false,false,0,No,Yes,false,0,12.881857,474,false
false,false,0,No,No,false,0,5.945073,619,false
false,false,0,No,No,false,0,1.147059,510,false
true,false,0,Yes,No,false,0,13.894737,19,false
true,false,0,No,No,false,0,22.168539,89,false
true,false,0,No,No,false,0,2.86906,947,false
true,false,0,No,No,false,0,31.51577,1078,false
true,false,0,No,No,false,0,8.851852,54,false
true,false,0,No,No,false,0,30.165563,151,false
true,false,0,No,No,false,0,157.066667,45,false
true,false,0,No,No,false,0,1.148014,554,false
true,false,0,No,No,false,0,11.636364,11,false
true,false,0,No,No,false,0,9.6,40,false
true,false,0,Yes,No,false,0,13.48927,233,false
true,false,0,No,No,false,0,122.311475,61,false
true,false,0,No,No,false,15.384615,166.538462,13,false
true,false,0,No,Yes,false,0,632.913043,23,false
true,false,0,No,No,false,0,4.837838,37,false
true,false,0,No,No,false,0,12.175129,6007,false
true,false,0,No,No,false,0,5,1213,false
true,false,0,No,No,false,0,2.239197,2939,false
true,false,0,No,Yes,false,0,9.315789,19,false
true,false,0,Yes,No,false,0,35.369748,357,false
true,false,0,No,No,false,0,21.647951,1318,false
true,false,0,No,No,false,9.174312,Infinity,0,false
true,false,0,No,No,false,0,12.105263,38,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,17.241379,7.146841,1757,false
true,false,0,Yes,Yes,false,0,19.646341,82,false
true,false,0,No,No,false,0,1.413507,9284,false
true,false,0,No,No,false,0,3272.125,16,false
true,false,0,Yes,No,false,0,19.671111,225,false
true,false,0,No,No,false,0,11.474465,607,false
true,false,0,Yes,No,false,0,11.231939,263,false
true,false,0,No,No,false,0,5.79736,7348,false
true,false,0,No,No,false,0,6.714042,1759,false
true,false,0,No,No,false,0,56.34375,32,false
true,false,0,No,No,false,0,9.99359,468,false
true,false,0,No,No,false,0,0.416899,1077,false
true,false,0,No,No,false,0,340.826087,46,false
true,false,0,No,No,false,0,0.446341,820,false
true,false,0,No,Yes,false,0,7.545775,284,false
true,false,0,No,Yes,false,11.627907,16.753304,227,false
true,false,0,No,Yes,false,0,1.263959,985,false
true,false,0,No,No,false,0,12.339286,56,false
true,false,0,No,No,false,0,2.333333,135,false
true,false,0,No,No,false,0,8.146899,919,false
true,false,0,No,No,false,0,14.141429,2001,false
true,false,0,Yes,No,false,9.90099,17.187733,1875,false
true,false,0,Yes,No,false,0,0.627071,2837,false
true,false,0,No,No,false,0,10.157725,1864,false
true,false,0,Yes,No,false,0,14.797059,340,false
true,false,0,No,No,false,0,22.615385,91,false
true,false,0,Yes,Yes,false,15.151515,6.593846,325,false
true,false,0,No,Yes,false,0,1.15978,363,false
true,false,0,No,No,false,0,86.28125,64,false
true,false,0,No,No,false,0,7.328221,1630,false
true,false,0,No,No,false,0,2.953134,1707,false
true,false,0,No,No,false,0,5.769511,7957,false
true,false,0,No,No,false,0,1.413507,9284,false
true,false,0,No,No,false,0,6.447236,199,false
true,false,0,No,No,false,0,1.582278,79,false
true,false,0,No,No,false,0,0.527523,654,false
true,false,0,No,No,false,0,0.483013,677,false
true,false,0,Yes,No,false,0,58207,1,false
true,false,0,Yes,No,false,0,1.467482,1799,false
true,false,0,No,Yes,false,0,1.106667,75,false
true,false,0,No,No,false,0,362,49,false
true,false,0,No,No,false,0,2.116732,257,false
true,false,0,Yes,No,false,10.989011,55.234637,179,false
true,false,0,No,No,false,0,95.992157,255,false
true,false,0,No,No,false,0,45.781688,3069,false
true,false,0,No,Yes,false,0,3896.5,4,false
true,false,0,No,No,false,0,48.2,15,false
true,false,0,No,Yes,false,0,1.085714,315,false
true,false,0,Yes,No,false,0,10.703523,4513,false
true,false,0,No,No,false,0,10.596202,2001,false
true,false,0,No,Yes,false,0,6.297237,1339,false
true,false,0,No,Yes,false,0,0.499388,817,false
true,false,0,No,No,false,0,25.794684,1091,false
true,false,0,No,No,false,0,3.436443,1833,false
true,false,0,No,No,false,0,10.592204,2001,false
true,false,0,No,No,false,18.518519,8.942824,1714,false
true,false,0,No,No,false,0,9.792208,154,false
true,false,0,No,No,false,0,7.708543,597,false
true,false,0,No,No,false,0,3266,1,false
true,false,0,No,No,false,0,3.012195,82,false
true,false,0,No,No,false,0,5.011905,84,false
false,false,0,No,Yes,false,0,8.58371,221,false
false,false,0,No,Yes,false,0,32.263682,201,false
false,false,0,No,No,false,0,26.151316,152,false
false,false,0,No,No,false,0,40.926407,231,false
false,false,0,No,No,false,0,10,8,false
false,false,0,No,No,false,0,48.410305,524,false
false,false,0,No,No,false,0,5.245714,175,false
false,false,0,No,No,false,0,4.682353,2550,false
false,false,0,No,No,false,0,2.368664,217,false
false,false,0,No,No,false,0,27.902703,740,false
false,false,0,No,No,false,0,36.73,300,false
true,false,0,Yes,No,false,0,2.801829,656,false
true,false,0,No,No,false,0,14.530636,865,false
true,false,0,Yes,No,false,0,4184.333333,3,false
true,false,0,Yes,No,false,0,34.480972,1235,false
true,false,0,No,Yes,false,0,8.48,1050,false
true,false,0,Yes,No,false,0,12.418588,4164,false
true,false,0,No,No,false,0,0.280093,432,false
true,false,0,No,No,false,0,0.832292,12319,false
true,false,0,No,No,false,0,10.970515,2001,false
true,false,0,Yes,No,false,0,12.634146,2050,false
true,false,0,Yes,Yes,false,0,Infinity,0,false
true,false,0,Yes,No,false,0,278.2,40,false
true,false,0,No,Yes,false,0,9.610401,1096,false
true,false,0,No,Yes,false,0,26237.75,4,false
true,false,0,Yes,No,false,0,9.549738,573,false
true,false,0,Yes,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,7.874016,10.64097,2309,false
true,false,0,No,Yes,false,0,1.1,10,false
true,false,0,No,No,false,0,2.470497,644,false
true,false,0,Yes,Yes,false,0,2.774244,1289,false
true,false,0,No,No,false,13.157895,77.1,20,false
true,false,0,No,No,false,0,4.019067,1993,false
true,false,0,No,No,false,0,30.714286,7,false
true,false,0,Yes,Yes,false,0,2.343242,3633,false
true,false,0,No,No,false,0,15201.166667,6,false
true,false,0,No,No,false,0,729.246377,69,false
true,false,0,No,No,false,0,9.39501,23288,false
true,false,0,Yes,No,false,0,2.774903,6686,false
true,false,0,No,Yes,false,0,52.669643,224,false
true,false,0,No,Yes,false,0,401.35443,79,false
true,false,0,No,No,false,0,29.783681,527,false
true,false,0,No,No,false,0,32.045365,507,false
true,false,0,Yes,No,false,0,21.75,4,false
true,false,0,No,No,false,0,45.714425,3071,false
true,false,0,Yes,No,false,0,1.2,5,false
true,false,0,No,No,false,0,2494.307692,13,false
true,false,0,No,No,false,7.692308,52.404412,952,false
true,false,0,Yes,No,false,0,3.060606,33,false
true,false,0,Yes,No,false,0,4.718559,20324,false
true,false,0,Yes,No,false,0,115,2,false
true,false,0,Yes,No,false,0,13,2,false
true,false,0,Yes,No,false,0,24,3,false
true,false,0,Yes,No,false,0,2.588235,17,false
true,false,0,Yes,No,false,0,8,2,false
true,false,0,No,No,false,0,2.422991,896,false
true,false,0,Yes,No,false,0,34.119617,3971,false
true,false,0,Yes,No,false,0,0.275862,29,false
true,false,0,No,No,false,0,17.158305,4485,false
true,false,0,Yes,No,false,0,63720,1,false
true,false,0,Yes,No,false,0,1.4,20,false
true,false,0,Yes,No,false,0,5.666667,3,false
true,false,0,Yes,No,false,0,6.153846,13,false
true,false,0,No,No,false,0,3.456693,127,false
true,false,0,No,Yes,false,0,30.620968,372,false
true,false,0,No,No,false,0,90.202128,94,false
true,false,0,No,Yes,false,0,27.26601,609,false
true,false,0,No,No,false,8.196721,Infinity,0,false
true,false,0,No,No,false,0,39.727273,11,false
true,false,0,Yes,No,false,0,22.5,2,false
true,false,0,Yes,No,false,0,0.634146,41,false
true,false,0,Yes,No,false,0,9,3,false
true,false,0,No,Yes,false,0,71.017544,57,false
true,false,0,Yes,No,false,0,1.298902,13292,false
true,false,0,No,Yes,false,0,31.462963,108,false
true,false,0,Yes,No,false,0,6315,1,false
true,false,0,No,No,false,0,122.571429,14,false
true,false,0,No,No,false,0,0.644686,6991,false
true,false,0,Yes,No,false,0,0.7,20,false
true,false,0,Yes,No,false,0,2.888889,9,false
true,false,0,Yes,No,false,0,289.166667,24,false
true,false,0,Yes,No,false,0,94,3,false
true,false,0,Yes,No,false,0,36,2,false
true,false,0,No,No,false,0,40.503546,141,false
true,false,0,No,No,false,0,3.770483,1782,false
true,false,0,No,No,false,0,Infinity,0,false
true,false,0,No,No,false,0,9.557923,751,false
true,false,0,Yes,No,false,0,7.75,8,false
true,false,0,Yes,No,false,0,2.2,5,false
true,false,0,No,No,false,0,62.953982,565,false
true,false,0,No,No,false,0,78.71134,97,false
true,false,0,Yes,No,false,0,8,2,false
true,false,0,Yes,No,false,0,0.7625,80,false
true,false,0,Yes,No,false,0,1.957746,71,false
true,false,0,Yes,No,false,0,3,3,false
true,false,0,Yes,No,false,0,1.5,8,false
true,false,0,No,No,false,0,5.177966,118,false
true,false,0,Yes,No,false,0,15.333333,27,false
true,false,0,Yes,No,false,0,590.454545,11,false
true,false,0,Yes,No,false,0,10.701542,908,false
true,false,0,No,No,false,0,1.907923,467,false
true,false,0,No,No,false,0,646.470588,102,false
true,false,0,No,No,false,0,7.110554,3193,false
true,false,0,No,No,false,0,6.746835,948,false
true,false,0,Yes,No,false,0,8.693431,1096,false
true,false,0,No,No,false,0,78.358289,374,false
true,false,0,No,No,false,0,5.255892,297,false
true,false,0,Yes,No,false,0,16020,1,false
true,false,0,No,No,false,0,13.154297,512,false
true,false,0,No,No,false,0,7.153339,2276,false
true,false,0,Yes,No,false,0,42.56129,155,false
true,false,0,No,No,false,0,28.179487,195,false
true,false,0,No,Yes,false,0,3060,1,false
false,false,0,No,Yes,false,0,9.76,25,false
false,false,0,No,Yes,false,0,110.343243,370,false
false,false,0,No,No,false,0,12.113208,53,false
false,false,0,No,No,false,0,3.033898,59,false
false,false,0,Yes,Yes,false,0,117.578947,19,false
false,false,0,No,No,false,0,9.018947,475,false
false,false,0,No,No,false,0,0.781402,5549,false
false,false,0,No,Yes,false,0,68.51269,197,false
false,false,0,No,Yes,false,0,16.982906,117,false
false,false,0,No,No,false,0,7.313953,86,false
false,false,0,Yes,No,false,0,62.238462,130,false
false,false,0,No,No,false,0,113.752542,295,false
false,false,0,No,Yes,false,0,5.056818,264,false
false,false,0,No,No,false,0,47.102041,196,false
false,false,0,No,No,false,0,123.175824,182,false
false,false,0,No,No,false,0,39.137566,189,false
false,false,0,No,Yes,false,0,25.408451,71,false
false,false,0,No,No,false,0,1.664474,152,false
false,false,0,Yes,No,false,0,94.268456,447,false
false,false,0,No,No,false,0,18.803891,1953,false
false,false,0,Yes,No,false,0,17.65,160,false
false,false,0,No,Yes,false,0,34,113,false
false,false,0,Yes,No,false,0,11.236573,1564,false
false,false,0,No,Yes,false,0,8.474811,794,false
false,false,0,No,No,false,0,94.757576,231,false
false,false,0,Yes,No,false,0,2.9947,1132,false
false,false,0,Yes,No,false,0,30.734375,64,false
false,false,0,No,No,false,0,0.823529,238,false
false,false,0,No,No,false,0,6.90301,299,false
false,false,0,No,No,false,0,22.846154,78,false
false,false,0,No,Yes,false,0,4.292308,65,false
false,false,0,No,No,false,0,41.975439,570,false
false,false,0,No,No,false,0,112.192053,151,false
false,false,0,No,Yes,false,0,3.395349,43,false
false,false,0,No,No,false,0,29.08,75,false
false,false,0,No,Yes,false,0,45.62069,29,false
false,false,0,No,No,false,40,3.134199,462,false
false,false,0,No,Yes,false,0,6.029412,34,false
false,false,0,Yes,No,false,0,25.405172,928,false
false,false,0,No,No,false,0,63.15625,32,false
false,false,0,No,No,false,26.315789,53.124224,161,false
false,false,0,Yes,No,false,0,38.145833,96,false
false,false,0,No,No,false,0,128.413559,295,false
false,false,0,No,No,false,0,2.84918,305,false
false,false,0,No,No,false,0,67.840491,163,false
false,false,0,Yes,No,false,0,541.666667,6,false
false,false,0,No,No,false,0,4,341,false
false,false,0,No,No,false,0,51.881029,311,false
false,false,0,No,No,false,18.518519,6.520548,73,false
